,key_bbref,yearID,gameNum,gameID,teamID,lgID,GP,startingPos,name_last,name_first,Name,keyname
828,montemi01,2011,0,NLS201107120,ARI,NL,1,,montero,miguel,miguel montero,miguel montero2011
829,pencehu01,2011,0,NLS201107120,HOU,NL,1,,pence,hunter,hunter pence,hunter pence2011
830,phillbr01,2011,0,NLS201107120,CIN,NL,1,,phillips,brandon,brandon phillips,brandon phillips2011
831,polanpl01,2011,0,NLS201107120,PHI,NL,0,,polanco,placido,placido polanco,placido polanco2011
832,reyesjo01,2011,0,NLS201107120,NYN,NL,0,,reyes,jose,jose reyes,jose reyes2011
833,sanchga01,2011,0,NLS201107120,FLO,NL,1,,sanchez,gaby,gaby sanchez,gaby sanchez2011
834,sandopa01,2011,0,NLS201107120,SFN,NL,1,,sandoval,pablo,pablo sandoval,pablo sandoval2011
835,uptonju01,2011,0,NLS201107120,ARI,NL,1,,upton,justin,justin upton,justin upton2011
837,victosh01,2011,0,NLS201107120,PHI,NL,0,,victorino,shane,shane victorino,shane victorino2011
839,vottojo01,2011,0,NLS201107120,CIN,NL,1,,votto,joey,joey votto,joey votto2011
842,napolmi01,2012,0,ALS201207100,TEX,AL,1,2,napoli,mike,mike napoli,mike napoli2012
843,fieldpr01,2012,0,ALS201207100,DET,AL,1,3,fielder,prince,prince fielder,prince fielder2012
844,canoro01,2012,0,ALS201207100,NYA,AL,1,4,cano,robinson,robinson cano,robinson cano2012
845,beltrad01,2012,0,ALS201207100,TEX,AL,1,5,beltre,adrian,adrian beltre,adrian beltre2012
846,jeterde01,2012,0,ALS201207100,NYA,AL,1,6,jeter,derek,derek jeter,derek jeter2012
847,hamiljo03,2012,0,ALS201207100,TEX,AL,1,7,hamilton,josh,josh hamilton,josh hamilton2012
848,grandcu01,2012,0,ALS201207100,NYA,AL,1,8,granderson,curtis,curtis granderson,curtis granderson2012
849,bautijo02,2012,0,ALS201207100,TOR,AL,1,9,bautista,jose,jose bautista,jose bautista2012
850,ortizda01,2012,0,ALS201207100,BOS,AL,1,10,ortiz,david,david ortiz,david ortiz2012
851,andruel01,2012,0,ALS201207100,TEX,AL,1,,andrus,elvis,elvis andrus,elvis andrus2012
852,butlebi03,2012,0,ALS201207100,KCA,AL,1,,butler,billy,billy butler,billy butler2012
853,cabreas01,2012,0,ALS201207100,CLE,AL,1,,cabrera,asdrubal,asdrubal cabrera,asdrubal cabrera2012
854,cabremi01,2012,0,ALS201207100,DET,AL,1,,cabrera,miguel,miguel cabrera,miguel cabrera2012
857,dunnad01,2012,0,ALS201207100,CHA,AL,0,,dunn,adam,adam dunn,adam dunn2012
858,freesda01,2012,0,ALS201207100,SLN,AL,1,,freese,david,david freese,david freese2012
862,jonesad01,2012,0,ALS201207100,BAL,AL,1,,jones,adam,adam jones,adam jones2012
863,kinslia01,2012,0,ALS201207100,TEX,AL,1,,kinsler,ian,ian kinsler,ian kinsler2012
864,konerpa01,2012,0,ALS201207100,CHA,AL,1,,konerko,paul,paul konerko,paul konerko2012
865,mauerjo01,2012,0,ALS201207100,MIN,AL,1,,mauer,joe,joe mauer,joe mauer2012
871,sabatcc01,2012,0,ALS201207100,NYA,AL,0,,,,,2012
873,troutmi01,2012,0,ALS201207100,LAA,AL,1,,trout,mike,mike trout,mike trout2012
874,trumbma01,2012,0,ALS201207100,LAA,AL,1,,trumbo,mark,mark trumbo,mark trumbo2012
876,wietema01,2012,0,ALS201207100,BAL,AL,1,,wieters,matt,matt wieters,matt wieters2012
877,wilsocj01,2012,0,ALS201207100,LAA,AL,0,,wilson,c. j.,c. j. wilson,c. j. wilson2012
879,poseybu01,2012,0,ALS201207100,SFN,NL,1,2,posey,buster,buster posey,buster posey2012
880,vottojo01,2012,0,ALS201207100,CIN,NL,1,3,votto,joey,joey votto,joey votto2012
881,ugglada01,2012,0,ALS201207100,ATL,NL,1,4,uggla,dan,dan uggla,dan uggla2012
882,sandopa01,2012,0,ALS201207100,SFN,NL,1,5,sandoval,pablo,pablo sandoval,pablo sandoval2012
883,furcara01,2012,0,ALS201207100,SLN,NL,1,6,,,,2012
884,braunry02,2012,0,ALS201207100,MIL,NL,1,7,braun,ryan,ryan braun,ryan braun2012
885,cabreme01,2012,0,ALS201207100,SFN,NL,1,8,cabrera,melky,melky cabrera,melky cabrera2012
886,beltrca01,2012,0,ALS201207100,SLN,NL,1,9,beltran,carlos,carlos beltran,carlos beltran2012
887,gonzaca01,2012,0,ALS201207100,COL,NL,1,10,gonzalez,carlos,carlos gonzalez,carlos gonzalez2012
888,altuvjo01,2012,0,ALS201207100,HOU,NL,1,,altuve,jose,jose altuve,jose altuve2012
889,bournmi01,2012,0,ALS201207100,ATL,NL,1,,bourn,michael,michael bourn,michael bourn2012
890,bruceja01,2012,0,ALS201207100,CIN,NL,1,,bruce,jay,jay bruce,jay bruce2012
891,castrst01,2012,0,ALS201207100,CHN,NL,1,,castro,starlin,starlin castro,starlin castro2012
893,desmoia01,2012,0,ALS201207100,WAS,NL,0,,desmond,ian,ian desmond,ian desmond2012
894,dickera01,2012,0,ALS201207100,NYN,NL,1,,,,,2012
895,freesda01,2012,0,ALS201207100,SLN,NL,1,,freese,david,david freese,david freese2012
899,harpebr03,2012,0,ALS201207100,WAS,NL,1,,harper,bryce,bryce harper,bryce harper2012
900,hollima01,2012,0,ALS201207100,SLN,NL,1,,holliday,matt,matt holliday,matt holliday2012
901,jonesch06,2012,0,ALS201207100,ATL,NL,1,,jones,chipper,chipper jones,chipper jones2012
902,kempma01,2012,0,ALS201207100,LAN,NL,0,,kemp,matt,matt kemp,matt kemp2012
905,lahaibr01,2012,0,ALS201207100,CHN,NL,1,,lahair,bryan,bryan lahair,bryan lahair2012
907,mccutan01,2012,0,ALS201207100,PIT,NL,1,,mccutchen,andrew,andrew mccutchen,andrew mccutchen2012
909,molinya01,2012,0,ALS201207100,SLN,NL,0,,molina,yadier,yadier molina,yadier molina2012
911,ruizca01,2012,0,ALS201207100,PHI,NL,1,,ruiz,carlos,carlos ruiz,carlos ruiz2012
912,stantmi03,2012,0,ALS201207100,MIA,NL,0,,stanton,giancarlo,giancarlo stanton,giancarlo stanton2012
915,wrighda03,2012,0,ALS201207100,NYN,NL,1,,wright,david,david wright,david wright2012
917,mauerjo01,2013,0,NLS201307160,MIN,AL,1,2,mauer,joe,joe mauer,joe mauer2013
918,davisch02,2013,0,NLS201307160,BAL,AL,1,3,davis,chris,chris davis,chris davis2013
919,canoro01,2013,0,NLS201307160,NYA,AL,1,4,cano,robinson,robinson cano,robinson cano2013
920,cabremi01,2013,0,NLS201307160,DET,AL,1,5,cabrera,miguel,miguel cabrera,miguel cabrera2013
921,hardyjj01,2013,0,NLS201307160,BAL,AL,1,6,hardy,j. j.,j. j. hardy,j. j. hardy2013
922,troutmi01,2013,0,NLS201307160,LAA,AL,1,7,trout,mike,mike trout,mike trout2013
923,jonesad01,2013,0,NLS201307160,BAL,AL,1,8,jones,adam,adam jones,adam jones2013
924,bautijo02,2013,0,NLS201307160,TOR,AL,1,9,bautista,jose,jose bautista,jose bautista2013
925,ortizda01,2013,0,NLS201307160,BOS,AL,1,10,ortiz,david,david ortiz,david ortiz2013
928,castrja01,2013,0,NLS201307160,HOU,AL,0,,castro,jason,jason castro,jason castro2013
932,cruzne02,2013,0,NLS201307160,TEX,AL,1,,cruz,nelson,nelson cruz,nelson cruz2013
935,encared01,2013,0,NLS201307160,TOR,AL,1,,encarnacion,edwin,edwin encarnacion,edwin encarnacion2013
936,fieldpr01,2013,0,NLS201307160,DET,AL,1,,fielder,prince,prince fielder,prince fielder2013
937,gordoal01,2013,0,NLS201307160,KCA,AL,1,,gordon,alex,alex gordon,alex gordon2013
940,hunteto01,2013,0,NLS201307160,DET,AL,1,,hunter,torii,torii hunter,torii hunter2013
942,kipnija01,2013,0,NLS201307160,CLE,AL,1,,kipnis,jason,jason kipnis,jason kipnis2013
943,machama01,2013,0,NLS201307160,BAL,AL,1,,machado,manny,manny machado,manny machado2013
947,pedrodu01,2013,0,NLS201307160,BOS,AL,1,,pedroia,dustin,dustin pedroia,dustin pedroia2013
948,peraljh01,2013,0,NLS201307160,DET,AL,1,,peralta,jhonny,jhonny peralta,jhonny peralta2013
949,perezsa02,2013,0,NLS201307160,KCA,AL,1,,perez,salvador,salvador perez,salvador perez2013
955,zobribe01,2013,0,NLS201307160,TBA,AL,0,,zobrist,ben,ben zobrist,ben zobrist2013
957,molinya01,2013,0,NLS201307160,SLN,NL,1,2,molina,yadier,yadier molina,yadier molina2013
958,vottojo01,2013,0,NLS201307160,CIN,NL,1,3,votto,joey,joey votto,joey votto2013
959,phillbr01,2013,0,NLS201307160,CIN,NL,1,4,phillips,brandon,brandon phillips,brandon phillips2013
960,wrighda03,2013,0,NLS201307160,NYN,NL,1,5,wright,david,david wright,david wright2013
961,tulowtr01,2013,0,NLS201307160,COL,NL,1,6,tulowitzki,troy,troy tulowitzki,troy tulowitzki2013
962,gonzaca01,2013,0,NLS201307160,COL,NL,1,7,gonzalez,carlos,carlos gonzalez,carlos gonzalez2013
963,harpebr03,2013,0,NLS201307160,WAS,NL,1,8,harper,bryce,bryce harper,bryce harper2013
964,beltrca01,2013,0,NLS201307160,SLN,NL,1,9,beltran,carlos,carlos beltran,carlos beltran2013
965,cuddymi01,2013,0,NLS201307160,COL,NL,1,10,cuddyer,michael,michael cuddyer,michael cuddyer2013
966,alvarpe01,2013,0,NLS201307160,PIT,NL,1,,alvarez,pedro,pedro alvarez,pedro alvarez2013
967,browndo01,2013,0,NLS201307160,PHI,NL,1,,brown,domonic,domonic brown,domonic brown2013
969,cabreev01,2013,0,NLS201307160,SDN,NL,0,,cabrera,everth,everth cabrera,everth cabrera2013
970,carpema01,2013,0,NLS201307160,SLN,NL,1,,carpenter,matt,matt carpenter,matt carpenter2013
973,craigal01,2013,0,NLS201307160,SLN,NL,1,,craig,allen,allen craig,allen craig2013
975,freemfr01,2013,0,NLS201307160,ATL,NL,0,,freeman,freddie,freddie freeman,freddie freeman2013
976,goldspa01,2013,0,NLS201307160,ARI,NL,1,,goldschmidt,paul,paul goldschmidt,paul goldschmidt2013
977,gomezca01,2013,0,NLS201307160,MIL,NL,1,,gomez,carlos,carlos gomez,carlos gomez2013
983,mccanbr01,2013,0,NLS201307160,ATL,NL,0,,mccann,brian,brian mccann,brian mccann2013
984,mccutan01,2013,0,NLS201307160,PIT,NL,1,,mccutchen,andrew,andrew mccutchen,andrew mccutchen2013
986,poseybu01,2013,0,NLS201307160,SFN,NL,1,,posey,buster,buster posey,buster posey2013
988,scutama01,2013,0,NLS201307160,SFN,NL,0,,scutaro,marco,marco scutaro,marco scutaro2013
989,segurje01,2013,0,NLS201307160,MIL,NL,1,,segura,jean,jean segura,jean segura2013
994,perezsa02,2014,0,ALS201407150,KCA,AL,1,2,perez,salvador,salvador perez,salvador perez2014
995,cabremi01,2014,0,ALS201407150,DET,AL,1,3,cabrera,miguel,miguel cabrera,miguel cabrera2014
996,canoro01,2014,0,ALS201407150,SEA,AL,1,4,cano,robinson,robinson cano,robinson cano2014
997,donaljo02,2014,0,ALS201407150,OAK,AL,1,5,donaldson,josh,josh donaldson,josh donaldson2014
998,jeterde01,2014,0,ALS201407150,NYA,AL,1,6,jeter,derek,derek jeter,derek jeter2014
999,troutmi01,2014,0,ALS201407150,LAA,AL,1,7,trout,mike,mike trout,mike trout2014
1000,jonesad01,2014,0,ALS201407150,BAL,AL,1,8,jones,adam,adam jones,adam jones2014
1001,bautijo02,2014,0,ALS201407150,TOR,AL,1,9,bautista,jose,jose bautista,jose bautista2014
1002,cruzne02,2014,0,ALS201407150,BAL,AL,1,10,cruz,nelson,nelson cruz,nelson cruz2014
1003,abreujo02,2014,0,ALS201407150,CHA,AL,1,,abreu,jose,jose abreu,jose abreu2014
1004,altuvjo01,2014,0,ALS201407150,HOU,AL,1,,altuve,jose,jose altuve,jose altuve2014
1005,aybarer01,2014,0,ALS201407150,LAA,AL,1,,aybar,erick,erick aybar,erick aybar2014
1006,beltrad01,2014,0,ALS201407150,TEX,AL,1,,beltre,adrian,adrian beltre,adrian beltre2014
1008,brantmi02,2014,0,ALS201407150,CLE,AL,1,,brantley,michael,michael brantley,michael brantley2014
1010,cespeyo01,2014,0,ALS201407150,OAK,AL,1,,cespedes,yoenis,yoenis cespedes,yoenis cespedes2014
1013,encared01,2014,0,ALS201407150,TOR,AL,0,,encarnacion,edwin,edwin encarnacion,edwin encarnacion2014
1014,gordoal01,2014,0,ALS201407150,KCA,AL,0,,gordon,alex,alex gordon,alex gordon2014
1017,kinslia01,2014,0,ALS201407150,DET,AL,1,,kinsler,ian,ian kinsler,ian kinsler2014
1019,martivi01,2014,0,ALS201407150,DET,AL,0,,martinez,victor,victor martinez,victor martinez2014
1020,mossbr01,2014,0,ALS201407150,OAK,AL,1,,moss,brandon,brandon moss,brandon moss2014
1021,norride01,2014,0,ALS201407150,OAK,AL,1,,norris,derek,derek norris,derek norris2014
1024,ramiral03,2014,0,ALS201407150,CHA,AL,1,,ramirez,alexei,alexei ramirez,alexei ramirez2014
1028,seageky01,2014,0,ALS201407150,SEA,AL,1,,seager,kyle,kyle seager,kyle seager2014
1029,suzukku01,2014,0,ALS201407150,MIN,AL,1,,suzuki,kurt,kurt suzuki,kurt suzuki2014
1032,wietema01,2014,0,ALS201407150,BAL,AL,0,,wieters,matt,matt wieters,matt wieters2014
1034,lucrojo01,2014,0,ALS201407150,MIL,NL,1,2,lucroy,jonathan,jonathan lucroy,jonathan lucroy2014
1035,goldspa01,2014,0,ALS201407150,ARI,NL,1,3,goldschmidt,paul,paul goldschmidt,paul goldschmidt2014
1036,utleych01,2014,0,ALS201407150,PHI,NL,1,4,utley,chase,chase utley,chase utley2014
1037,ramirar01,2014,0,ALS201407150,MIL,NL,1,5,ramirez,aramis,aramis ramirez,aramis ramirez2014
1038,tulowtr01,2014,0,ALS201407150,COL,NL,1,6,tulowitzki,troy,troy tulowitzki,troy tulowitzki2014
1039,gomezca01,2014,0,ALS201407150,MIL,NL,1,7,gomez,carlos,carlos gomez,carlos gomez2014
1040,mccutan01,2014,0,ALS201407150,PIT,NL,1,8,mccutchen,andrew,andrew mccutchen,andrew mccutchen2014
1041,puigya01,2014,0,ALS201407150,LAN,NL,1,9,puig,yasiel,yasiel puig,yasiel puig2014
1042,stantmi03,2014,0,ALS201407150,MIA,NL,1,10,stanton,giancarlo,giancarlo stanton,giancarlo stanton2014
1044,blackch02,2014,0,ALS201407150,COL,NL,1,,blackmon,charlie,charlie blackmon,charlie blackmon2014
1046,carpema01,2014,0,ALS201407150,SLN,NL,0,,carpenter,matt,matt carpenter,matt carpenter2014
1047,castrst01,2014,0,ALS201407150,CHN,NL,1,,castro,starlin,starlin castro,starlin castro2014
1051,frazito01,2014,0,ALS201407150,CIN,NL,1,,frazier,todd,todd frazier,todd frazier2014
1052,freemfr01,2014,0,ALS201407150,ATL,NL,1,,freeman,freddie,freddie freeman,freddie freeman2014
1053,gordode01,2014,0,ALS201407150,LAN,NL,1,,strange-gordon,dee,dee strange-gordon,dee strange-gordon2014
1055,harrijo05,2014,0,ALS201407150,PIT,NL,1,,harrison,josh,josh harrison,josh harrison2014
1059,mesorde01,2014,0,ALS201407150,CIN,NL,1,,mesoraco,devin,devin mesoraco,devin mesoraco2014
1060,molinya01,2014,0,ALS201407150,SLN,NL,0,,molina,yadier,yadier molina,yadier molina2014
1061,montemi01,2014,0,ALS201407150,ARI,NL,1,,montero,miguel,miguel montero,miguel montero2014
1062,murphda08,2014,0,ALS201407150,NYN,NL,1,,murphy,daniel,daniel murphy,daniel murphy2014
1064,pencehu01,2014,0,ALS201407150,SFN,NL,1,,pence,hunter,hunter pence,hunter pence2014
1065,rizzoan01,2014,0,ALS201407150,CHN,NL,1,,rizzo,anthony,anthony rizzo,anthony rizzo2014
1075,perezsa02,2015,0,NLS201507140,KCA,AL,1,2,perez,salvador,salvador perez,salvador perez2015
1076,pujolal01,2015,0,NLS201507140,LAA,AL,1,3,pujols,albert,albert pujols,albert pujols2015
1077,altuvjo01,2015,0,NLS201507140,HOU,AL,1,4,altuve,jose,jose altuve,jose altuve2015
1078,donaljo02,2015,0,NLS201507140,TOR,AL,1,5,donaldson,josh,josh donaldson,josh donaldson2015
1079,escobal02,2015,0,NLS201507140,KCA,AL,1,6,escobar,alcides,alcides escobar,alcides escobar2015
1080,jonesad01,2015,0,NLS201507140,BAL,AL,1,7,jones,adam,adam jones,adam jones2015
1081,troutmi01,2015,0,NLS201507140,LAA,AL,1,8,trout,mike,mike trout,mike trout2015
1082,cainlo01,2015,0,NLS201507140,KCA,AL,1,9,cain,lorenzo,lorenzo cain,lorenzo cain2015
1083,cruzne02,2015,0,NLS201507140,SEA,AL,1,10,cruz,nelson,nelson cruz,nelson cruz2015
1085,bautijo02,2015,0,NLS201507140,TOR,AL,0,,bautista,jose,jose bautista,jose bautista2015
1089,cabremi01,2015,0,NLS201507140,DET,AL,0,,cabrera,miguel,miguel cabrera,miguel cabrera2015
1091,doziebr01,2015,0,NLS201507140,MIN,AL,1,,dozier,brian,brian dozier,brian dozier2015
1092,fieldpr01,2015,0,NLS201507140,TEX,AL,1,,fielder,prince,prince fielder,prince fielder2015
1093,gardnbr01,2015,0,NLS201507140,NYA,AL,1,,gardner,brett,brett gardner,brett gardner2015
1094,gordoal01,2015,0,NLS201507140,KCA,AL,0,,gordon,alex,alex gordon,alex gordon2015
1098,holtbr01,2015,0,NLS201507140,BOS,AL,1,,holt,brock,brock holt,brock holt2015
1099,iglesjo01,2015,0,NLS201507140,DET,AL,1,,iglesias,jose,jose iglesias,jose iglesias2015
1100,kipnija01,2015,0,NLS201507140,CLE,AL,1,,kipnis,jason,jason kipnis,jason kipnis2015
1101,machama01,2015,0,NLS201507140,BAL,AL,1,,machado,manny,manny machado,manny machado2015
1102,martijd02,2015,0,NLS201507140,DET,AL,1,,martinez,j. d.,j. d. martinez,j. d. martinez2015
1103,martiru01,2015,0,NLS201507140,TOR,AL,1,,martin,russell,russell martin,russell martin2015
1104,moustmi01,2015,0,NLS201507140,KCA,AL,1,,moustakas,mike,mike moustakas,mike moustakas2015
1110,teixema01,2015,0,NLS201507140,NYA,AL,1,,teixeira,mark,mark teixeira,mark teixeira2015
1111,vogtst01,2015,0,NLS201507140,OAK,AL,1,,vogt,stephen,stephen vogt,stephen vogt2015
1113,poseybu01,2015,0,NLS201507140,SFN,NL,1,2,posey,buster,buster posey,buster posey2015
1114,goldspa01,2015,0,NLS201507140,ARI,NL,1,3,goldschmidt,paul,paul goldschmidt,paul goldschmidt2015
1115,lemahdj01,2015,0,NLS201507140,COL,NL,1,4,lemahieu,dj,dj lemahieu,dj lemahieu2015
1116,frazito01,2015,0,NLS201507140,CIN,NL,1,5,frazier,todd,todd frazier,todd frazier2015
1117,peraljh01,2015,0,NLS201507140,SLN,NL,1,6,peralta,jhonny,jhonny peralta,jhonny peralta2015
1118,pederjo01,2015,0,NLS201507140,LAN,NL,1,7,pederson,joc,joc pederson,joc pederson2015
1119,mccutan01,2015,0,NLS201507140,PIT,NL,1,8,mccutchen,andrew,andrew mccutchen,andrew mccutchen2015
1120,harpebr03,2015,0,NLS201507140,WAS,NL,1,9,harper,bryce,bryce harper,bryce harper2015
1121,rizzoan01,2015,0,NLS201507140,CHN,NL,1,10,rizzo,anthony,anthony rizzo,anthony rizzo2015
1122,arenano01,2015,0,NLS201507140,COL,NL,1,,arenado,nolan,nolan arenado,nolan arenado2015
1123,braunry02,2015,0,NLS201507140,MIL,NL,1,,braun,ryan,ryan braun,ryan braun2015
1124,bryankr01,2015,0,NLS201507140,CHN,NL,1,,bryant,kris,kris bryant,kris bryant2015
1126,burneaj01,2015,0,NLS201507140,PIT,NL,0,,,,,2015
1129,crawfbr01,2015,0,NLS201507140,SFN,NL,1,,crawford,brandon,brandon crawford,brandon crawford2015
1131,gonzaad01,2015,0,NLS201507140,LAN,NL,1,,gonzalez,adrian,adrian gonzalez,adrian gonzalez2015
1132,gordode01,2015,0,NLS201507140,MIA,NL,0,,strange-gordon,dee,dee strange-gordon,dee strange-gordon2015
1133,grandya01,2015,0,NLS201507140,LAN,NL,1,,grandal,yasmani,yasmani grandal,yasmani grandal2015
1134,hollima01,2015,0,NLS201507140,SLN,NL,0,,holliday,matt,matt holliday,matt holliday2015
1139,molinya01,2015,0,NLS201507140,SLN,NL,1,,molina,yadier,yadier molina,yadier molina2015
1140,panikjo01,2015,0,NLS201507140,SFN,NL,1,,panik,joe,joe panik,joe panik2015
1142,polloaj01,2015,0,NLS201507140,ARI,NL,1,,pollock,aj,aj pollock,aj pollock2015
1146,stantmi03,2015,0,NLS201507140,MIA,NL,0,,stanton,giancarlo,giancarlo stanton,giancarlo stanton2015
1147,tulowtr01,2015,0,NLS201507140,COL,NL,1,,tulowitzki,troy,troy tulowitzki,troy tulowitzki2015
1148,uptonju01,2015,0,NLS201507140,SDN,NL,1,,upton,justin,justin upton,justin upton2015
1151,perezsa02,2016,0,ALS201607120,KCA,AL,1,2,perez,salvador,salvador perez,salvador perez2016
1152,hosmeer01,2016,0,ALS201607120,KCA,AL,1,3,hosmer,eric,eric hosmer,eric hosmer2016
1153,altuvjo01,2016,0,ALS201607120,HOU,AL,1,4,altuve,jose,jose altuve,jose altuve2016
1154,machama01,2016,0,ALS201607120,BAL,AL,1,5,machado,manny,manny machado,manny machado2016
1155,bogaexa01,2016,0,ALS201607120,BOS,AL,1,6,bogaerts,xander,xander bogaerts,xander bogaerts2016
1156,bradlja02,2016,0,ALS201607120,BOS,AL,1,7,bradley,jackie,jackie bradley,jackie bradley2016
1157,troutmi01,2016,0,ALS201607120,LAA,AL,1,8,trout,mike,mike trout,mike trout2016
1158,bettsmo01,2016,0,ALS201607120,BOS,AL,1,9,betts,mookie,mookie betts,mookie betts2016
1159,ortizda01,2016,0,ALS201607120,BOS,AL,1,10,ortiz,david,david ortiz,david ortiz2016
1160,beltrca01,2016,0,ALS201607120,NYA,AL,1,,beltran,carlos,carlos beltran,carlos beltran2016
1164,cabremi01,2016,0,ALS201607120,DET,AL,1,,cabrera,miguel,miguel cabrera,miguel cabrera2016
1165,canoro01,2016,0,ALS201607120,SEA,AL,1,,cano,robinson,robinson cano,robinson cano2016
1168,desmoia01,2016,0,ALS201607120,TEX,AL,1,,desmond,ian,ian desmond,ian desmond2016
1169,donaljo02,2016,0,ALS201607120,TOR,AL,1,,donaldson,josh,josh donaldson,josh donaldson2016
1170,encared01,2016,0,ALS201607120,TOR,AL,1,,encarnacion,edwin,edwin encarnacion,edwin encarnacion2016
1173,harriwi02,2016,0,ALS201607120,HOU,AL,1,,harris,willie,willie harris,willie harris2016
1177,lindofr01,2016,0,ALS201607120,CLE,AL,1,,lindor,francisco,francisco lindor,francisco lindor2016
1179,nunezed02,2016,0,ALS201607120,MIN,AL,1,,nunez,eduardo,eduardo nunez,eduardo nunez2016
1183,saundmi01,2016,0,ALS201607120,TOR,AL,1,,saunders,michael,michael saunders,michael saunders2016
1184,trumbma01,2016,0,ALS201607120,BAL,AL,1,,trumbo,mark,mark trumbo,mark trumbo2016
1185,vogtst01,2016,0,ALS201607120,OAK,AL,0,,vogt,stephen,stephen vogt,stephen vogt2016
1186,wietema01,2016,0,ALS201607120,BAL,AL,1,,wieters,matt,matt wieters,matt wieters2016
1189,poseybu01,2016,0,ALS201607120,SFN,NL,1,2,posey,buster,buster posey,buster posey2016
1190,rizzoan01,2016,0,ALS201607120,CHN,NL,1,3,rizzo,anthony,anthony rizzo,anthony rizzo2016
1191,zobribe01,2016,0,ALS201607120,CHN,NL,1,4,zobrist,ben,ben zobrist,ben zobrist2016
1192,bryankr01,2016,0,ALS201607120,CHN,NL,1,5,bryant,kris,kris bryant,kris bryant2016
1193,russead02,2016,0,ALS201607120,CHN,NL,1,6,russell,addison,addison russell,addison russell2016
1194,gonzaca01,2016,0,ALS201607120,COL,NL,1,7,gonzalez,carlos,carlos gonzalez,carlos gonzalez2016
1195,ozunama01,2016,0,ALS201607120,MIA,NL,1,8,ozuna,marcell,marcell ozuna,marcell ozuna2016
1196,harpebr03,2016,0,ALS201607120,WAS,NL,1,9,harper,bryce,bryce harper,bryce harper2016
1197,myerswi01,2016,0,ALS201607120,SDN,NL,1,10,myers,wil,wil myers,wil myers2016
1198,arenano01,2016,0,ALS201607120,COL,NL,1,,arenado,nolan,nolan arenado,nolan arenado2016
1200,beltbr01,2016,0,ALS201607120,SFN,NL,1,,belt,brandon,brandon belt,brandon belt2016
1201,bruceja01,2016,0,ALS201607120,CIN,NL,1,,bruce,jay,jay bruce,jay bruce2016
1203,carpema01,2016,0,ALS201607120,SLN,NL,0,,carpenter,matt,matt carpenter,matt carpenter2016
1204,cespeyo01,2016,0,ALS201607120,NYN,NL,0,,cespedes,yoenis,yoenis cespedes,yoenis cespedes2016
1206,diazal02,2016,0,ALS201607120,SLN,NL,1,,diaz,aledmys,aledmys diaz,aledmys diaz2016
1207,duvalad01,2016,0,ALS201607120,CIN,NL,1,,duvall,adam,adam duvall,adam duvall2016
1210,fowlede01,2016,0,ALS201607120,CHN,NL,0,,fowler,dexter,dexter fowler,dexter fowler2016
1211,goldspa01,2016,0,ALS201607120,ARI,NL,1,,goldschmidt,paul,paul goldschmidt,paul goldschmidt2016
1212,herreod01,2016,0,ALS201607120,PHI,NL,1,,herrera,odubel,odubel herrera,odubel herrera2016
1216,lucrojo01,2016,0,ALS201607120,MIL,NL,1,,lucroy,jonathan,jonathan lucroy,jonathan lucroy2016
1217,martest01,2016,0,ALS201607120,PIT,NL,1,,marte,starling,starling marte,starling marte2016
1219,murphda08,2016,0,ALS201607120,WAS,NL,1,,murphy,daniel,daniel murphy,daniel murphy2016
1222,ramoswi01,2016,0,ALS201607120,WAS,NL,1,,ramos,wilson,wilson ramos,wilson ramos2016
1225,seageco01,2016,0,ALS201607120,LAN,NL,1,,seager,corey,corey seager,corey seager2016
1230,perezsa02,2017,0,NLS201707110,KCA,AL,1,2,perez,salvador,salvador perez,salvador perez2017
1231,smoakju01,2017,0,NLS201707110,TOR,AL,1,3,smoak,justin,justin smoak,justin smoak2017
1232,altuvjo01,2017,0,NLS201707110,HOU,AL,1,4,altuve,jose,jose altuve,jose altuve2017
1234,correca01,2017,0,NLS201707110,HOU,AL,1,6,correa,carlos,carlos correa,carlos correa2017
1235,springe01,2017,0,NLS201707110,HOU,AL,1,7,springer,george,george springer,george springer2017
1236,bettsmo01,2017,0,NLS201707110,BOS,AL,1,8,betts,mookie,mookie betts,mookie betts2017
1237,judgeaa01,2017,0,NLS201707110,NYA,AL,1,9,judge,aaron,aaron judge,aaron judge2017
1238,dickeco01,2017,0,NLS201707110,TBA,AL,1,10,dickerson,corey,corey dickerson,corey dickerson2017
1239,alonsyo01,2017,0,NLS201707110,OAK,AL,1,,alonso,yonder,yonder alonso,yonder alonso2017
1242,brantmi02,2017,0,NLS201707110,CLE,AL,1,,brantley,michael,michael brantley,michael brantley2017
1243,canoro01,2017,0,NLS201707110,SEA,AL,1,,cano,robinson,robinson cano,robinson cano2017
1244,castrst01,2017,0,NLS201707110,NYA,AL,0,,castro,starlin,starlin castro,starlin castro2017
1245,cruzne02,2017,0,NLS201707110,SEA,AL,1,,cruz,nelson,nelson cruz,nelson cruz2017
1249,garciav01,2017,0,NLS201707110,CHA,AL,1,,garcia,avisail,avisail garcia,avisail garcia2017
1254,lindofr01,2017,0,NLS201707110,CLE,AL,1,,lindor,francisco,francisco lindor,francisco lindor2017
1255,mcculla02,2017,0,NLS201707110,HOU,AL,0,,mccullers,lance,lance mccullers,lance mccullers2017
1257,moustmi01,2017,0,NLS201707110,KCA,AL,1,,moustakas,mike,mike moustakas,mike moustakas2017
